joystick_active_threshold,transitions,mean_dwell_steps,snap_events,mean_snap_contraction_ratio,max_snap_contraction_ratio
0.005,99.0,12.0,49.0,0.9999999996432452,0.9999999999805077
0.01142857142857143,118.0,10.084033613445378,59.0,0.9999999999536613,0.999999999984136
0.01785714285714286,130.0,9.16030534351145,65.0,0.999999999640046,0.9999999999861257
0.02428571428571429,154.0,7.741935483870968,77.0,0.9999999997884074,0.9999999999888166
0.03071428571428572,178.0,6.70391061452514,89.0,0.9999999996358887,0.999999999985406
0.037142857142857144,172.0,6.936416184971098,86.0,0.9999999998993903,0.9999999999827754
0.04357142857142857,216.0,5.529953917050691,108.0,0.9999999998979473,0.9999999999818965
0.05,274.0,4.363636363636363,137.0,0.9999999997431862,0.9999999999749402
