alpha,state_dim,spectral_radius,is_schur_stable
0.1,49.0,0.9378984933130585,1.0
0.2,49.0,0.9569698500595827,1.0
0.30000000000000004,49.0,0.9684508498714588,1.0
0.4,49.0,0.9765960784529246,1.0
0.5,49.0,0.9828085656715977,1.0
0.6,49.0,0.9877369111981082,1.0
0.7000000000000001,49.0,0.9917373065365687,1.0
0.8,49.0,0.9950271609526498,1.0
0.9,49.0,0.9977488218411845,1.0
1.0,49.0,1.0,0.0
